Paths,Accumulated Latency [s],Accumulated Noise [W],Accumulated SNR [dB]
C->A->F->E->B,0.010610312218316466,8.814753e-06,19.82623837466153
C->A->B,0.00444240091016956,4.383218e-06,22.80824039569965
C->A->E->F->B,0.008293013435563414,8.433461e-06,20.99294691437034
C->A->E->B,0.0058119692648898255,5.318081e-06,16.280596806455637
C->A->E->D->F->B,0.010800912644215488,1.064033e-05,12.306273655549782
C->B->A->F->D,0.011062029312365553,1.082247e-05,20.467010650881964
C->B->A->F->E->D,0.015419737864429206,1.338335e-05,10.752907868993013
C->B->A->E->F->D,0.011612969971722963,1.048151e-05,13.751303852145762
C->B->A->E->D,0.010621394911002564,9.554882e-06,19.071035015244966
C->B->E->A->F->D,0.01243159766708582,1.138989e-05,13.338177433103947
C->B->E->F->D,0.008446455329296904,9.433513e-06,21.115709094253333
C->B->E->D,0.007454880268576505,6.492382e-06,13.842347086505352
C->B->F->A->E->D,0.013921066777039007,1.398238e-05,9.53590962763861
C->B->F->D,0.00557821588718644,5.610617e-06,15.438602184848358
C->B->F->E->D,0.009935924439250093,1.016343e-05,19.82971910407479
C->E->A->F->D,0.009083491953396122,7.291951e-06,20.696728116005147
C->E->A->B->F->D,0.009277644187711612,7.769023e-06,15.510153398697948
C->E->F->D,0.005098349615607206,4.157843e-06,19.25197137624229
C->E->B->A->F->D,0.011594942970464664,8.959113e-06,15.86583322759884
C->E->B->F->D,0.006111129545285551,5.405031e-06,21.022518267208564
C->E->D,0.004106774554886807,3.217196e-06,22.31340417369744
C->A->F->B->E->D,0.013115386342458272,1.038416e-05,13.386778945895013
C->A->F->D,0.007744897860716271,6.362012e-06,16.476867192558892
C->A->F->E->D,0.012102606412779925,9.646104e-06,18.472499461399757
C->A->B->E->F->D,0.010807289537142226,9.472968e-06,14.800120428054086
C->A->B->E->D,0.009815714476421829,8.546416e-06,18.946009870315706
C->A->B->F->D,0.007939050095031763,7.713258e-06,20.353792541235872
C->A->B->F->E->D,0.012296758647095417,1.035340e-05,13.451830142056362
C->A->E->F->D,0.008295838520073684,8.433461e-06,20.99294691437034
C->A->E->B->F->D,0.009308618449752028,8.897537e-06,14.045448773425225
C->A->E->D,0.007304263459353285,6.199513e-06,14.652249635105647
C->B->A->F->D->E,0.014494833192723416,1.303407e-05,10.310030828355954
C->B->A->F->E,0.011986933984071343,1.116912e-05,19.77236219839532
C->B->A->E,0.007188591030644702,6.411152e-06,15.328458034454105
C->B->E,0.004022076388218642,4.278438e-06,23.991866635047934
C->B->F->A->E,0.010488262896681144,1.177233e-05,20.57075922754096
C->B->F->D->E,0.009011019767544303,9.113231e-06,19.745674257524865
C->B->F->E,0.0065031205588922305,6.051409e-06,14.552419203119157
C->E,0.0006739706745289442,6.750362e-07,26.589657202283014
C->A->F->B->E,0.009682582462100409,8.154429e-06,19.60667973150703
C->A->F->D->E,0.011177701741074134,9.002102e-06,18.214855118731254
C->A->F->E,0.008669802532422062,6.801992e-06,15.628726498637457
C->A->B->E,0.006382910596063965,5.724890e-06,16.42958529335957
C->A->B->F->D->E,0.011371853975389626,9.935991e-06,13.072823717951064
C->A->B->F->E,0.008863954766737554,8.122802e-06,19.57138772583826
C->A->E,0.0038714595789954213,3.981411e-06,23.69491043237238
C->B->A->F,0.009312292177679317,7.513228e-06,13.664887540030756
C->B->A->E->F,0.009863232837036728,9.140474e-06,19.668197470518194
C->B->A->E->D->F,0.0123711320456888,1.090154e-05,13.985260096318887
