,1,2,3,4,5,6,7,8,9,10
SNR,20.715481635582297,21.010491519789163,21.158798260636246,20.834949263900274,21.2052259411352,20.987892367574503,21.122324681257993,21.186044679800425,21.029407296459226,21.265871524095424
Latency,0.0030585361023216656,0.0030296988641125085,0.002906805426699952,0.003209811541225216,0.0030776565403600495,0.0027962919593536185,0.003250772696514975,0.003126686497320622,0.0030333879958655994,0.003045433787440896
Average_capacity,76.229,76.612,75.63,73.394,75.0,76.229,74.782,75.0,76.229,76.422
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,9300.0,9500.0,9000.0,8000.0,8700.0,9300.0,8600.0,8700.0,9300.0,9400.0
Blocking_event,29,29,29,29,29,29,29,29,29,29
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,16.777779291719458,16.260513584431823,16.260513584431823,16.73620848215041,16.588381529546133,17.71041049873793,16.588381529546133,16.777779291719458,16.99564220340178,16.050385529343277
Rejected_connections,29,29,29,29,29,29,29,29,29,29
Accepted_connections,93,95,90,80,87,93,86,87,93,94
