,1,2,3,4,5,6,7,8,9,10
SNR,21.04398570521388,21.036231318814945,21.217678846789237,21.30865073827129,20.90154873231799,21.205339703904166,21.458300188839505,20.99696809172893,20.826990700159783,21.05557119237792
Latency,0.003105518702241725,0.0029698200884978937,0.002965130910651612,0.0030859931378987445,0.003519851091728862,0.0028640137501426298,0.0029021077485312553,0.003154950589232253,0.003075910322682294,0.0030228349392259937
Average_capacity,74.782,76.229,76.422,75.0,73.333,77.235,76.033,74.107,72.897,76.229
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,8600.0,9300.0,9400.0,8100.0,7700.0,9500.0,9200.0,8300.0,7800.0,9300.0
Blocking_event,29,29,29,27,28,28,29,29,29,29
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.632998670557257,16.260513584431823,15.246137510490069,16.99564220340178,15.718049567571448,16.99564220340178,16.963628431469193,16.404867331403132,17.71041049873793,16.99564220340178
Rejected_connections,29,29,29,27,28,28,29,29,29,29
Accepted_connections,86,93,94,81,77,95,92,83,78,93
