,1,2,3,4,5,6,7,8,9,10
SNR,20.948144095253433,21.3991136496567,21.250427163847792,20.915272712724526,21.325583625674188,21.59644746339663,20.99922456877097,20.857557058889174,21.18084427005632,21.53567379073152
Latency,0.0030400437158598415,0.0029438198647080516,0.0030790323908367087,0.0032966167389352325,0.0029566734216909074,0.0027005548336809337,0.003047707709426284,0.0031316405225638297,0.0030818521556293566,0.0028632199026362836
Average_capacity,83.838,80.808,85.0,82.692,84.615,85.714,85.0,85.576,87.037,86.792
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,8300.0,8000.0,8500.0,8600.0,8800.0,9000.0,8500.0,8900.0,9400.0,9200.0
Blocking_event,35,36,27,41,43,35,53,35,44,44
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,15.701694548733165,16.99564220340178,15.701694548733165,15.701694548733165,15.147846589327356,17.71041049873793,15.246137510490069,15.246137510490069,15.714998320042282,16.777779291719458
Rejected_connections,16,19,15,18,16,15,15,15,14,14
Accepted_connections,83,80,85,86,88,90,85,89,94,92
