,1,2,3,4,5,6,7,8,9,10
SNR,21.35377317119435,21.45525435301049,21.364855667515723,21.175570604766843,21.36768926564794,21.18532227868821,21.332038799046572,21.370980817195733,21.49721538505643,21.466879861585287
Latency,0.002854129357612797,0.002726627254758802,0.0029213752366365605,0.0028279057497506504,0.0029562484825112,0.0028893147291813534,0.0029268048994840565,0.002802233657497174,0.002914316252306589,0.0029021367914408708
Average_capacity,94.252,88.636,89.655,87.356,90.476,96.551,88.372,90.804,87.058,91.954
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,8200.0,7800.0,7800.0,7600.0,7600.0,8400.0,7600.0,7900.0,7400.0,8000.0
Blocking_event,47,43,55,49,56,46,47,44,48,42
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,16.688984335321603,17.71041049873793,17.039745972169264,17.71041049873793,15.219678244569469,16.260513584431823,16.10181654744547,16.10181654744547,17.039745972169264,16.99564220340178
Rejected_connections,5,10,9,11,8,3,10,8,11,7
Accepted_connections,82,78,78,76,76,84,76,79,74,80
