,1,2,3,4,5,6,7,8,9,10
SNR,21.19833177947539,21.163209451265857,21.577943722896443,21.1360161177921,21.413391610843124,21.34992895916698,20.945285492836895,21.087581547953462,21.038030533656116,21.506218040346198
Latency,0.0029846262661223084,0.002890048017005933,0.0028089718494424287,0.0029198748766277463,0.002862923357932293,0.0030089552651095643,0.003057875436526397,0.0030045778229487396,0.0030479516472748285,0.002891429093857055
Average_capacity,75.63,77.343,75.833,77.165,77.692,75.63,75.833,76.612,75.423,76.229
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,9000.0,9900.0,9100.0,9800.0,10100.0,9000.0,9100.0,9500.0,8900.0,9300.0
Blocking_event,29,29,29,29,29,29,29,29,29,29
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,15.714998320042282,16.777779291719458,15.3735811532553,16.99564220340178,16.99564220340178,16.588381529546133,16.588381529546133,15.291698232183615,15.512525216677604,16.260513584431823
Rejected_connections,29,29,29,29,29,29,29,29,29,29
Accepted_connections,90,99,91,98,101,90,91,95,89,93
