,1,2,3,4,5,6,7,8,9,10
SNR,21.42558547037605,21.42558547037605,21.45947167589604,21.091446708588244,21.42558547037605,21.40657648241183,21.45947167589604,21.42558547037605,21.45947167589604,21.49991333581111
Latency,0.0028334450858871715,0.0028450689343517276,0.0028285810508378666,0.002877118844899773,0.0028400234497219356,0.002784889817093152,0.0028285810508378666,0.002833445085887171,0.002828581050837866,0.0028024632533405194
Average_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total_capacity,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0
Blocking_event,53,75,57,52,67,78,91,53,75,72
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,29,29,29,29,29,29,29,29,29,29
