Fixed-Rate,Flex-Rate,Shannon-Rate
2900.0,11220.0,15987.4664
5880.0,11220.0,15980.287100000001
7860.0,11600.0,16014.4616
8700.0,11680.0,15975.207
8980.0,23120.0,17907.143099999998
9280.0,23290.0,28663.1761
9100.0,23700.0,32407.127599999996
8910.0,23560.0,32409.0505
9150.0,30510.0,32421.500399999997
9030.0,30820.0,34318.8126
