,1,2,3,4,5,6,7,8,9,10
SNR,20.86405416975262,21.3644189724464,21.063633800445967,21.37620943166923,20.680029804962775,21.156857910742897,21.432695706137935,21.092716933846,21.335477023564522,20.8101508224841
Latency,0.0032063784058573973,0.0032340776005402266,0.0030454368091454406,0.00294207508644028,0.003187681902096244,0.003066395496831626,0.0029910578452116946,0.003048025789995511,0.0031558668423854693,0.0032762475441516733
Average_capacity,78.181,77.272,78.571,81.196,77.981,79.13,80.672,83.62,79.646,77.272
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,8600.0,8500.0,8800.0,9500.0,8500.0,9100.0,9600.0,9700.0,9000.0,8500.0
Blocking_event,27,27,28,28,31,32,36,29,31,30
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,15.246137510490069,16.73620848215041,16.99564220340178,16.10181654744547,16.92327062966867,15.512525216677604,15.230330082404699,15.512525216677604,15.30797826339878,16.777779291719458
Rejected_connections,24,25,24,22,24,24,23,19,23,25
Accepted_connections,86,85,88,95,85,91,96,97,90,85
