,1,2,3,4,5,6,7,8,9,10
SNR,21.072893824598413,21.333140488158225,21.137752716185435,20.914892581275367,21.585079827148093,21.10615941252756,20.962738075454265,21.090029369612143,21.028833410776787,21.120805436779804
Latency,0.002986304391963711,0.0029345483894874973,0.0031236101462628566,0.003041921624461979,0.00297343424168453,0.0031661896615456527,0.0036789442741154573,0.002905002617202666,0.0029618926190939187,0.0030708574399917867
Average_capacity,76.612,74.107,76.47,75.833,76.422,75.833,72.38,76.422,74.561,76.47
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,9500.0,8300.0,9100.0,9100.0,9400.0,9100.0,7600.0,9400.0,8500.0,9100.0
Blocking_event,29,29,31,29,29,29,29,29,29,28
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,15.41095479003156,15.701694548733165,15.219678244569469,15.246137510490069,16.10181654744547,15.269361092378864,15.512525216677604,17.71041049873793,17.71041049873793,16.162993215857004
Rejected_connections,29,29,28,29,29,29,29,29,29,28
Accepted_connections,95,83,91,91,94,91,76,94,85,91
