,1,2,3,4,5,6,7,8,9,10
SNR,21.274053639066153,21.21162732792067,20.972280831262132,20.978439062253354,21.113361478268867,20.93332593418356,21.174214321998377,21.206112211147698,21.306715776613917,21.048417221571505
Latency,0.0030281263170787924,0.002717951808081448,0.003133579138798558,0.003117756438560663,0.002957488064265821,0.003053962884239613,0.0030044894729122766,0.00298450525989963,0.003101292539991278,0.003199401504468209
Average_capacity,75.0,77.692,76.271,76.229,74.561,75.423,76.229,76.984,76.422,74.782
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,8700.0,10100.0,9000.0,9300.0,8500.0,8900.0,9300.0,9700.0,9400.0,8600.0
Blocking_event,29,29,32,29,29,29,29,29,29,29
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,15.219678244569469,15.701694548733165,15.269361092378864,15.701694548733165,15.512525216677604,16.92327062966867,15.881268107777336,14.42095037638735,15.718049567571448,16.588381529546133
Rejected_connections,29,29,28,29,29,29,29,29,29,29
Accepted_connections,87,101,90,93,85,89,93,97,94,86
