paths,bit_rate
"['A->B', 'B->C', 'A->B', 'B->E', 'C->A', 'A->E', 'A->D', 'C->B', 'A->E', 'B->C', 'D->E', 'C->E', 'C->A', 'F->D', 'D->F', 'D->F', 'F->A', 'E->B', 'F->A', 'C->D', 'F->E', 'C->B', 'D->C', 'A->C', 'A->F', 'F->C', 'E->D', 'E->C', 'E->A', 'C->E', 'F->E', 'B->E', 'E->B', 'E->C', 'D->C', 'B->D', 'B->A', 'B->A', 'C->F', 'A->F', 'F->C', 'C->F', 'F->D', 'B->D', 'E->D', 'E->A', 'B->F', 'A->C', 'D->E', 'A->D', 'C->D', 'E->F', 'F->B', 'D->A', 'E->F', 'F->B', 'B->F', 'D->A']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['C->D', 'F->A', 'C->D', 'D->E', 'A->F', 'E->F', 'B->F', 'E->B', 'F->D', 'B->D', 'D->A', 'C->B', 'A->F', 'F->C', 'C->E', 'E->A', 'F->D', 'E->B', 'B->D', 'B->A', 'D->A', 'E->C', 'C->B', 'B->F', 'E->C', 'B->E', 'D->C', 'C->F', 'F->B', 'B->E', 'F->E', 'F->C', 'C->F', 'F->E', 'D->C', 'D->E', 'E->A', 'A->D', 'D->B', 'F->B', 'E->D', 'C->A', 'E->F', 'D->F', 'F->A', 'C->E', 'D->F', 'D->B', 'A->B', 'E->D', 'A->C', 'A->D', 'A->E', 'A->E', 'A->B', 'B->C', 'C->A', 'B->C', 'A->C']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['F->E', 'E->A', 'C->E', 'B->E', 'C->A', 'C->D', 'E->C', 'E->D', 'C->B', 'E->B', 'D->A', 'A->E', 'F->E', 'B->F', 'E->F', 'D->B', 'E->F', 'C->B', 'C->F', 'D->E', 'D->A', 'B->A', 'F->B', 'E->C', 'A->C', 'C->F', 'B->A', 'D->B', 'A->C', 'A->E', 'F->B', 'E->D', 'F->D', 'D->C', 'C->E', 'E->A', 'A->D', 'E->B', 'F->C', 'F->C', 'F->A', 'A->D', 'F->D', 'D->C', 'F->A', 'D->E', 'A->F', 'A->F', 'B->C', 'D->F', 'B->D', 'A->B', 'B->C', 'C->D', 'C->A', 'D->F', 'B->F', 'B->E', 'B->D']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['A->D', 'C->D', 'D->F', 'C->B', 'D->C', 'D->F', 'A->F', 'F->D', 'C->D', 'E->B', 'A->D', 'E->F', 'E->A', 'D->B', 'F->C', 'A->B', 'F->A', 'C->B', 'F->D', 'B->E', 'C->E', 'E->C', 'E->F', 'B->A', 'E->C', 'A->F', 'D->A', 'A->B', 'C->E', 'D->A', 'F->C', 'E->D', 'B->D', 'C->A', 'D->B', 'F->A', 'A->C', 'C->F', 'C->A', 'B->A', 'C->F', 'B->D', 'B->C', 'A->E', 'A->C', 'D->C', 'F->B', 'B->C', 'E->D', 'B->E', 'D->E', 'E->B', 'B->F', 'F->E', 'B->F', 'A->E', 'E->A', 'F->B', 'F->E']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['B->C', 'C->D', 'B->F', 'F->D', 'F->D', 'C->E', 'B->C', 'B->D', 'C->A', 'A->F', 'F->A', 'E->A', 'C->E', 'C->F', 'D->F', 'B->D', 'E->F', 'D->C', 'D->C', 'A->F', 'E->B', 'E->D', 'F->A', 'E->F', 'B->F', 'E->D', 'D->B', 'E->B', 'E->A', 'B->A', 'B->E', 'A->C', 'D->E', 'D->F', 'B->E', 'A->D', 'A->D', 'F->E', 'A->B', 'D->B', 'F->E', 'A->B', 'C->A', 'D->E', 'A->E', 'A->C', 'C->F', 'F->B', 'A->E', 'F->B', 'F->C', 'B->A', 'C->D', 'C->B', 'E->C', 'E->C', 'C->B', 'D->A', 'D->A']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['B->E', 'F->A', 'D->F', 'D->A', 'D->C', 'A->D', 'F->C', 'C->E', 'D->B', 'B->E', 'E->C', 'D->B', 'D->F', 'B->F', 'C->F', 'F->B', 'B->A', 'C->A', 'E->F', 'F->E', 'C->F', 'A->F', 'A->C', 'C->E', 'E->B', 'B->C', 'E->F', 'C->A', 'F->A', 'A->E', 'F->B', 'A->D', 'F->E', 'C->D', 'B->F', 'A->E', 'F->D', 'E->D', 'A->C', 'B->A', 'F->D', 'B->D', 'B->D', 'C->D', 'D->C', 'C->B', 'E->D', 'C->B', 'D->A', 'B->C', 'E->C', 'A->B', 'F->C', 'D->E', 'D->E', 'A->B', 'A->F', 'E->B']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['A->F', 'C->A', 'C->E', 'B->C', 'F->B', 'A->C', 'C->A', 'E->C', 'A->F', 'E->B', 'D->B', 'B->E', 'F->D', 'D->B', 'F->C', 'F->A', 'D->C', 'A->C', 'F->D', 'B->A', 'D->E', 'D->F', 'E->C', 'F->A', 'C->E', 'B->D', 'B->E', 'E->D', 'A->E', 'F->B', 'E->A', 'E->F', 'C->B', 'F->E', 'E->D', 'E->B', 'A->B', 'D->C', 'A->D', 'B->F', 'F->C', 'B->A', 'C->F', 'A->B', 'B->F', 'F->E', 'C->D', 'E->A', 'A->D', 'C->F', 'D->E', 'E->F', 'B->D', 'B->C', 'A->E', 'C->B', 'D->F', 'D->A', 'C->D']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['F->C', 'D->F', 'E->D', 'C->A', 'F->B', 'D->F', 'D->E', 'A->F', 'B->D', 'E->C', 'C->F', 'D->E', 'C->E', 'A->C', 'F->A', 'B->E', 'B->E', 'B->F', 'A->E', 'E->C', 'C->F', 'B->D', 'F->E', 'B->F', 'D->A', 'A->D', 'E->A', 'A->F', 'D->B', 'D->C', 'F->A', 'E->B', 'F->E', 'C->E', 'C->A', 'E->B', 'C->B', 'D->A', 'E->A', 'C->B', 'B->C', 'A->C', 'F->C', 'F->D', 'A->D', 'D->C', 'D->B', 'F->B', 'E->F', 'B->C', 'F->D', 'B->A', 'B->A', 'E->F', 'A->E', 'A->B', 'C->D', 'A->B', 'C->D']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['C->E', 'B->C', 'C->E', 'D->F', 'D->F', 'E->B', 'D->A', 'B->F', 'C->A', 'E->F', 'F->A', 'A->D', 'D->E', 'F->D', 'F->D', 'F->C', 'E->D', 'C->D', 'E->D', 'C->D', 'F->B', 'F->E', 'A->B', 'D->B', 'C->A', 'B->E', 'B->D', 'F->E', 'F->C', 'C->B', 'B->E', 'A->D', 'A->B', 'F->B', 'B->A', 'A->C', 'D->C', 'B->C', 'A->C', 'F->A', 'D->A', 'D->B', 'B->A', 'D->C', 'E->A', 'E->C', 'A->E', 'A->F', 'C->B', 'E->F', 'E->A', 'E->B', 'E->C', 'C->F', 'D->E', 'A->E', 'A->F', 'B->D', 'C->F']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
"['B->D', 'B->F', 'A->D', 'F->E', 'E->C', 'B->E', 'B->F', 'A->F', 'B->E', 'E->B', 'F->D', 'C->E', 'D->A', 'A->C', 'B->C', 'E->D', 'F->A', 'D->A', 'E->A', 'A->E', 'F->C', 'C->D', 'B->A', 'E->D', 'A->F', 'E->A', 'F->B', 'C->B', 'E->B', 'C->D', 'E->F', 'D->B', 'B->A', 'A->E', 'D->C', 'A->D', 'C->E', 'E->F', 'F->A', 'C->A', 'C->B', 'D->F', 'F->E', 'C->F', 'D->C', 'F->B', 'B->C', 'D->F', 'F->C', 'A->C', 'A->B', 'F->D', 'E->C', 'C->F', 'B->D', 'A->B', 'D->B', 'D->E', 'D->E']","[100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0, 100000000000.0]"
