,1,2,3,4,5,6,7,8,9,10
SNR,21.170524426669722,21.549295297911524,21.202306395337157,21.3070260870288,21.1605039100605,21.349314895872578,20.78488373754956,21.248983252592577,21.251320204965978,21.22410513103809
Latency,0.003045805439429104,0.0028925299650722994,0.003087529812282504,0.0028948440391656878,0.003106898404115451,0.002927619103770862,0.0031394958762716984,0.0030353624168401473,0.003085210103255359,0.003077953417089217
Average_capacity,83.177,83.809,83.962,89.908,83.87,84.761,84.158,80.612,86.274,83.653
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,8900.0,8800.0,8900.0,9800.0,7800.0,8900.0,8500.0,7900.0,8800.0,8700.0
Blocking_event,31,41,52,43,45,39,37,37,45,36
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,16.588381529546133,16.260513584431823,15.714998320042282,16.99564220340178,16.99564220340178,16.10181654744547,16.404867331403132,15.701694548733165,16.99564220340178,15.714998320042282
Rejected_connections,18,17,17,11,15,16,16,19,14,17
Accepted_connections,89,88,89,98,78,89,85,79,88,87
