,1,2,3,4,5,6,7,8,9,10
SNR,21.258027290235514,21.209750221623743,21.246342124642478,21.19975383418172,21.23339527772698,21.049176865399644,21.258027290235514,21.24905521930779,21.286917358200974,21.237930330756136
Latency,0.002781594233870473,0.0028183105875822087,0.002803082229211821,0.002845068934351728,0.002791935341836992,0.0028397773504867086,0.0027815942338704734,0.002754576084310402,0.002781986665388431,0.0028058676702856396
Average_capacity,545.719,546.799,547.704,546.752,545.993,545.141,545.719,546.668,549.064,547.444
Max_capacity,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337
Min_capacity,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119
Total_capacity,32197.453,32261.155,32314.58,31711.637,32213.596,32163.336,32197.453,32253.431,31845.72,32299.242
Blocking_event,139,78,96,93,79,102,67,60,84,90
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,59,59,59,58,59,59,59,59,58,59
