,1,2,3,4,5,6,7,8,9,10
SNR,21.199753834181724,21.286917358200974,21.233624201574667,21.27953001562696,21.233624201574667,21.199753834181724,21.304956449794,21.233624201574667,21.233624201574667,21.199753834181724
Latency,0.002840120866429186,0.002781986665388431,0.002822150885449973,0.0027037783378514257,0.0028285810508378666,0.0028401208664291864,0.002748919811414296,0.0028221508854499727,0.0028221508854499727,0.002833445085887171
Average_capacity,546.752,549.064,547.46,546.486,547.46,546.752,549.869,547.46,547.46,546.752
Max_capacity,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337
Min_capacity,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119
Total_capacity,15855.818,15922.86,15876.348,15848.094,15876.348,15855.818,15946.217,15876.348,15876.348,15855.818
Blocking_event,44,80,56,46,60,55,104,111,62,56
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,29,29,29,29,29,29,29,29,29,29
