,1,2,3,4,5,6,7,8,9,10
SNR,20.91611360507573,20.960340037917007,20.916113605075726,20.89375719672184,20.95969567083308,20.97060356643595,20.932769031128515,20.91100661264675,20.91100661264675,20.91100661264675
Latency,0.002823831480245314,0.002836085492509476,0.0028238314802453133,0.00288747559014865,0.002853115228807315,0.0028186502422322054,0.0028681744994672725,0.002869347052508305,0.002863218114226993,0.0028693470525083045
Average_capacity,540.321,541.726,540.321,540.34,541.751,542.151,541.101,540.507,540.507,540.507
Max_capacity,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337
Min_capacity,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119
Total_capacity,29717.674,29794.966,29717.674,29178.407,29254.581,29818.323,29219.465,29727.925,29727.925,29727.925
Blocking_event,132,96,51,85,69,71,81,64,142,94
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,55,55,55,54,54,55,54,55,55,55
