,1,2,3,4,5,6,7,8,9,10
SNR,21.209750221623743,21.246465793630026,21.246342124642474,21.209750221623743,21.246342124642474,21.274297119210154,21.252713425674838,21.237930330756136,21.258027290235514,21.237930330756136
Latency,0.002821591903441843,0.002794444438513962,0.002803082229211821,0.0028183105875822087,0.002803082229211821,0.002784889817093152,0.0027930174656421508,0.002805867670285639,0.0027815942338704734,0.0028058676702856387
Average_capacity,546.799,545.514,547.704,546.799,547.704,544.137,547.935,547.444,545.719,547.444
Max_capacity,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337,647.337
Min_capacity,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119,459.119
Total_capacity,32261.155,32185.337,32314.58,32261.155,32314.58,31560.001,32328.196,32299.242,32197.453,32299.242
Blocking_event,71,76,93,74,67,67,76,57,76,112
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487,17.482540602838487
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,59,59,59,59,59,58,59,59,59,59
