Shannon-Rate,Flex-Rate,Fixed-Rate
551.4080000000001,390.0,100.0
551.0429999999999,380.0,100.0
549.4889999999999,380.95200000000006,100.0
541.571,380.95200000000006,100.0
545.0959999999999,382.978,94.21399999999998
548.1080000000001,380.0,89.312
549.138,395.652,90.72799999999998
553.92,395.652,90.062
544.3069999999999,381.578,88.88800000000002
547.1630000000001,386.48599999999993,87.89800000000001
