,1,2,3,4,5,6,7,8,9,10
SNR,21.320236468190338,21.228371564488015,21.146602019194603,21.178364299467944,21.215603152451173,21.146602019194603,21.216291403706485,21.228371564488015,21.228371564488015,21.245306966570645
Latency,0.0028430007792918156,0.0029189911014604786,0.002964212137656341,0.0029599376826130127,0.0029215423559888695,0.002970078732678112,0.002936985678751707,0.0029189911014604786,0.0029189911014604786,0.00288993235099836
Average_capacity,547.584,544.341,542.309,542.932,539.947,542.309,543.929,544.341,544.341,545.049
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931
Total_capacity,17522.714,17963.281,17896.227,17916.759,17818.262,17896.227,17949.662,17963.281,17963.281,17986.645
Blocking_event,64,34,63,143,55,92,91,95,69,61
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,32,33,33,33,33,33,33,33,33,33
