,1,2,3,4,5,6,7,8,9,10
SNR,21.138477890585893,21.217580171151678,21.20697567878586,21.15599168116875,21.138477890585893,21.217580171151678,21.199420857562195,21.206669553288364,21.233107233458256,21.155991681168757
Latency,0.002856599773593574,0.0027930653764725822,0.0028111585607225806,0.0028456752739289127,0.0028695648353425024,0.0027930653764725822,0.002822362731488818,0.0028283639228052046,0.00271197147770755,0.002842914537056008
Average_capacity,542.825,544.749,544.308,543.043,542.825,544.749,544.051,544.29,542.563,543.043
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931
Total_capacity,28226.941,28871.71,28848.346,28781.291,28226.941,28871.71,28834.726,28303.128,28213.277,28781.291
Blocking_event,69,57,171,91,98,61,97,100,37,96
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,52,53,53,53,52,53,53,52,52,53
