Fixed-Rate,Flex-Rate,Shannon-Rate
29.0,29.0,29.0
58.8,29.0,29.0
78.3,30.9,29.0
87.2,31.0,29.0
89.8,60.9,32.9
90.6,60.9,52.6
87.2,62.9,58.8
90.8,62.9,59.0
93.7,81.2,59.0
89.8,81.4,62.3
