Fixed-Rate,Flex-Rate,Shannon-Rate
2900.0,11200.0,16012.713
5880.0,11220.0,16007.9073
7830.0,11660.0,16008.4144
8720.0,11640.0,16005.794700000002
8980.0,23200.0,17887.633899999997
9060.0,23160.0,28595.9361
8720.0,23670.0,32393.9056
9080.0,23660.0,32557.4281
9370.0,30390.0,32563.796900000005
8980.0,30490.0,34124.81509999999
