,1,2,3,4,5,6,7,8,9,10
SNR,21.165010376676513,21.17007118928216,21.29585900692075,21.364529616778412,21.038777482725628,21.17910902590519,21.06388693257021,20.621638085822752,21.13670889345567,21.124868986663667
Latency,0.0030649950455642456,0.0029225133875654995,0.0029702710334424663,0.002960772080688731,0.002934552516204066,0.002999411897812714,0.002892138808569905,0.0031208778056051787,0.003095491573758854,0.0030269821075025703
Average_capacity,331.521,341.758,350.0,343.181,350.561,329.347,348.888,346.666,319.54,329.885
Max_capacity,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,30500.0,31100.0,31500.0,30200.0,31200.0,30300.0,31400.0,31200.0,27800.0,28700.0
Blocking_event,52,65,80,38,50,39,62,49,45,37
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,22.44012850244989,26.589657202283014,26.589657202283014
Min_snr,16.260513584431823,16.260513584431823,15.718049567571448,16.99564220340178,17.71041049873793,15.768472994435294,17.71041049873793,17.71041049873793,16.688984335321603,16.260513584431823
Rejected_connections,10,8,6,10,6,9,7,7,11,10
Accepted_connections,82,83,84,78,83,83,83,83,76,77
