,1,2,3,4,5,6,7,8,9,10
SNR,21.190651216372846,21.368338265527278,20.973387604839175,21.3462705318131,21.239583682536264,21.141223129006757,21.334398477728733,21.18426452139266,21.20555050579167,21.309369595358383
Latency,0.0029562452803938628,0.002881489576687116,0.003079907771645282,0.002967437010540078,0.003054470175931217,0.0030285746011624636,0.002906444104385152,0.002872095681745918,0.0030963047133970843,0.002887415627031005
Average_capacity,350.0,350.549,341.573,356.043,335.869,325.287,336.363,345.054,323.655,334.482
Max_capacity,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,30800.0,31900.0,30400.0,32400.0,30900.0,28300.0,29600.0,31400.0,30100.0,29100.0
Blocking_event,61,93,55,80,49,40,67,61,34,48
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,16.99564220340178,16.10181654744547,16.99564220340178,17.71041049873793,15.512525216677604,16.688984335321603,16.99564220340178,17.71041049873793,16.10181654744547,16.99564220340178
Rejected_connections,8,5,8,5,9,10,9,8,11,10
Accepted_connections,80,86,81,86,83,77,79,83,82,77
