,1,2,3,4,5,6,7,8,9,10
SNR,21.437892407775387,21.482883785406592,21.528409223042463,21.49991333581111,21.091446708588244,21.42558547037605,21.091446708588244,21.482883785406592,21.530836878335453,21.528409223042463
Latency,0.002758746297301226,0.002808130185180357,0.002703778337851426,0.00280246325334052,0.002877118844899773,0.002840120866429186,0.002877118844899773,0.0028081301851803574,0.0027489198114142963,0.002703778337851426
Average_capacity,386.206,386.206,386.206,386.206,386.206,386.206,386.206,386.206,393.103,386.206
Max_capacity,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Min_capacity,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Total_capacity,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11400.0,11200.0
Blocking_event,59,32,78,68,66,88,49,58,39,35
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,29,29,29,29,29,29,29,29,29,29
