,1,2,3,4,5,6,7,8,9,10
SNR,21.341551154954928,21.35283511381396,21.187275095401176,21.380629855149465,21.445300058437713,21.380629855149465,21.338628590205953,21.335438304504937,21.362190074232878,21.380629855149465
Latency,0.002891841592401806,0.002873072255644005,0.0028980057692614245,0.0028578635711158733,0.0028036805725540795,0.002857863571115873,0.0028377342709313075,0.002877122038687358,0.002884803376168727,0.002857863571115873
Average_capacity,380.0,380.327,375.409,380.327,386.666,380.327,378.688,380.327,380.327,380.327
Max_capacity,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Min_capacity,200.0,200.0,100.0,200.0,200.0,200.0,100.0,200.0,200.0,200.0
Total_capacity,22800.0,23200.0,22900.0,23200.0,23200.0,23200.0,23100.0,23200.0,23200.0,23200.0
Blocking_event,60,130,60,103,84,88,91,55,60,111
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,15.701694548733165,17.71041049873793,17.71041049873793,17.71041049873793,15.701694548733165,16.99564220340178,16.99564220340178,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,60,61,61,61,60,61,61,61,61,61
