,1,2,3,4,5,6,7,8,9,10
SNR,21.363841476878093,21.057532773268413,21.229263211871015,21.37556696316857,20.9573534285652,21.06360745909719,21.12674819888533,21.07202853300878,21.220515345873878,21.174867178841588
Latency,0.0029475704994468914,0.0030233832673453435,0.002883665783196422,0.0028166667471301644,0.003046565174854708,0.002958485768291287,0.002986739452306302,0.0030550414389537883,0.002951519053241377,0.003065445884038329
Average_capacity,330.337,354.347,342.045,352.808,342.696,344.943,349.425,325.287,348.351,329.67
Max_capacity,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,29400.0,32600.0,30100.0,31400.0,30500.0,30700.0,30400.0,28300.0,31700.0,30000.0
Blocking_event,34,50,48,38,66,78,57,54,63,70
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,16.260513584431823,16.777779291719458,16.688984335321603,16.99564220340178,16.588381529546133,15.701694548733165,15.269361092378864,15.701694548733165,16.10181654744547,16.10181654744547
Rejected_connections,10,5,9,8,7,8,7,10,5,9
Accepted_connections,79,87,79,81,82,81,80,77,86,82
