,1,2,3,4,5,6,7,8,9,10
SNR,21.363727229855385,21.363727229855385,21.34618292533517,21.261438534993076,21.363727229855385,21.307408441490768,21.294363253763425,21.338744047394997,21.363727229855385,21.273395432299825
Latency,0.002854908381362263,0.0028549083813622636,0.0028858418899187117,0.002933980412320759,0.002854908381362263,0.0028837823639669582,0.002923414869976283,0.0028126792609324807,0.002854908381362263,0.002864100900417778
Average_capacity,380.645,380.645,374.193,374.193,380.645,374.193,374.193,374.193,380.645,374.193
Max_capacity,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Min_capacity,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Total_capacity,11800.0,11800.0,11600.0,11600.0,11800.0,11600.0,11600.0,11600.0,11800.0,11600.0
Blocking_event,52,79,51,86,83,64,120,59,65,48
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,31,31,31,31,31,31,31,31,31,31
