,1,2,3,4,5,6,7,8,9,10
SNR,21.440766465871675,21.435621020354446,21.472229700029132,21.435621020354446,21.22250058590991,21.472229700029132,21.47860390774762,21.462788397094968,21.458885953607698,21.24693238551877
Latency,0.002829237507338462,0.0028183105875822087,0.002803082229211821,0.0028240240046241098,0.00287266374285076,0.002803082229211821,0.0027930174656421508,0.002820892527563573,0.002791935341836992,0.002846288497105543
Average_capacity,548.103,551.557,552.463,551.557,547.233,552.463,552.694,551.2,550.755,546.431
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,463.931,463.931,463.931,367.506,463.931,463.931,463.931,463.931,367.506
Total_capacity,31790.019,32541.894,32595.329,32541.894,32286.75,32595.329,32608.949,32520.821,32494.582,32239.437
Blocking_event,75,109,97,96,112,57,111,142,79,77
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,15.701694548733165,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,15.701694548733165
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,58,59,59,59,59,59,59,59,59,59
