,1,2,3,4,5,6,7,8,9,10
SNR,21.45947167589604,21.51278950409207,21.42558547037605,21.45947167589604,21.42558547037605,21.091446708588244,21.42558547037605,21.091446708588244,21.47289574666996,21.42558547037605
Latency,0.0028221508854499727,0.0027819866653884307,0.002845068934351728,0.0028221508854499723,0.0028400234497219356,0.002877118844899773,0.002840023449721936,0.0028771188448997735,0.0027797851031641434,0.002840023449721936
Average_capacity,552.217,553.821,551.509,552.217,551.509,548.136,551.509,548.136,549.877,551.509
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931
Total_capacity,16014.304,16060.826,15993.772,16014.304,15993.772,15895.945,15993.772,15895.945,15946.459,15993.772
Blocking_event,78,59,111,59,56,47,51,40,91,92
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,29,29,29,29,29,29,29,29,29,29
