,1,2,3,4,5,6,7,8,9,10
SNR,21.5228248855234,21.42558547037605,21.091446708588244,21.530836878335453,21.5228248855234,21.42558547037605,21.42558547037605,21.45947167589604,21.5228248855234,21.42558547037605
Latency,0.002758746297301226,0.002845068934351728,0.0028771188448997735,0.002748919811414296,0.002758746297301226,0.002845068934351728,0.0028401208664291864,0.0028221508854499727,0.0027587462973012265,0.0028450689343517276
Average_capacity,549.224,551.509,548.136,554.627,549.224,551.509,551.509,552.217,549.224,551.509
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931
Total_capacity,15927.514,15993.772,15895.945,16084.191,15927.514,15993.772,15993.772,16014.304,15927.514,15993.772
Blocking_event,67,54,53,60,63,62,48,42,33,70
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,29,29,29,29,29,29,29,29,29,29
