,1,2,3,4,5,6,7,8,9,10
SNR,21.45947167589604,21.396261347283936,21.274972349351206,21.444440082190923,21.472229700029132,21.486349090407302,21.49991333581111,21.252106824743258,21.47860390774762,21.44166058871815
Latency,0.002828581050837866,0.002872667345162884,0.002839777350486709,0.002762709410947338,0.0028030822292118207,0.002754576084310402,0.0028024632533405194,0.0028602208255541902,0.0027930174656421503,0.002781594233870474
Average_capacity,552.217,548.874,549.899,551.443,552.463,551.21,553.351,547.878,552.694,551.438
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,382.563,463.931,463.931,463.931,463.931,463.931,367.506,463.931,463.931
Total_capacity,32028.609,32383.595,32444.067,32535.19,32595.329,32521.43,32094.414,32324.843,32608.949,32534.85
Blocking_event,74,89,76,90,87,87,60,94,101,87
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,16.10181654744547,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,15.701694548733165,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,58,59,59,59,59,59,58,59,59,59
