,1,2,3,4,5,6,7,8,9,10
SNR,21.5228248855234,21.505136689978386,21.505136689978386,21.40657648241183,21.51278950409207,21.437892407775387,21.50513668997839,21.091446708588244,21.42558547037605,21.530836878335453
Latency,0.002758746297301226,0.0027037783378514252,0.0027037783378514257,0.0027848898170931514,0.0027819866653884316,0.0027587462973012265,0.002703778337851426,0.002877118844899773,0.002845068934351728,0.0027489198114142967
Average_capacity,549.224,551.273,551.273,550.512,553.821,551.266,551.273,548.136,551.509,554.627
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931
Total_capacity,15927.514,15986.94,15986.94,15964.869,16060.826,15986.727,15986.94,15895.945,15993.772,16084.191
Blocking_event,56,36,69,69,42,64,103,42,39,57
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,29,29,29,29,29,29,29,29,29,29
