,1,2,3,4,5,6,7,8,9,10
SNR,21.45227154764575,21.416341766724983,21.464099658768646,21.472229700029132,21.458885953607698,21.435621020354446,21.48755412677852,21.45227154764575,21.45947167589604,21.47289574666996
Latency,0.0028159197906935675,0.00283834178833979,0.002771382441271764,0.0028030822292118207,0.0027919353418369916,0.0028183105875822087,0.0027767642662311345,0.0028159197906935675,0.0028221508854499727,0.0027797851031641434
Average_capacity,551.905,547.855,550.111,552.463,550.755,551.557,553.09,551.905,552.217,549.877
Max_capacity,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177,652.177
Min_capacity,463.931,435.712,463.931,463.931,463.931,463.931,463.931,463.931,463.931,463.931
Total_capacity,32562.427,32323.446,32456.559,32595.329,32494.582,32541.894,32632.313,32562.427,32028.609,31892.919
Blocking_event,64,82,52,83,94,51,90,98,59,76
Max_snr,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014,26.589657202283014
Min_snr,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793,17.71041049873793
Rejected_connections,0,0,0,0,0,0,0,0,0,0
Accepted_connections,59,59,59,59,59,59,59,59,58,58
