,1,2,3,4,5,6,7,8,9,10
SNR,20.876496435433815,21.075623750043597,21.221451867272663,20.68659359916499,20.743110434425315,21.407823916655776,21.109409704050833,20.94921128601099,20.935406836156144,20.96841196387242
Latency,0.002996294743836503,0.0029877726850562323,0.00286907498364331,0.0029548513238504734,0.0030348230018294995,0.0026701325370320616,0.00293417776404975,0.00286580213457449,0.0029172839582891166,0.0028551944309668153
Average_capacity,95.07,90.845,92.142,93.617,93.661,90.076,93.617,91.489,93.617,95.804
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,13500.0,12900.0,12900.0,13200.0,13300.0,11800.0,13200.0,12900.0,13200.0,13700.0
Blocking_event,68,62,41,68,41,44,56,53,56,61
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,17.384687937956347,14.286359339956674,16.00773535878527,16.729697808145897,16.729697808145897,17.482540602838487,16.729697808145897,17.482540602838487,16.729697808145897,16.729697808145897
Rejected_connections,7,13,11,9,9,13,9,12,9,6
Accepted_connections,135,129,129,132,133,118,132,129,132,137
