,1,2,3,4,5,6,7,8,9,10
SNR,21.00179568289688,20.71912279295665,21.20254248918833,20.874825593070998,20.904727703429483,20.6220800585365,20.994575590112706,21.160958485594747,20.97177122965229,20.93411830905496
Latency,0.002894375055589723,0.0032250430957265976,0.0029255856002481043,0.002969643115674724,0.0032069442147740377,0.003023390099439064,0.002983492749223296,0.0028881562321263084,0.002980199328273214,0.0030211674049538044
Average_capacity,87.425,87.349,87.349,87.573,86.875,83.552,87.078,87.283,87.096,87.654
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,14600.0,14500.0,14500.0,14800.0,13900.0,12700.0,15500.0,15100.0,13500.0,14200.0
Blocking_event,32,34,39,45,31,31,36,31,33,31
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,15.460256738012808,16.00773535878527,16.48733587685459,15.460256738012808,16.021788090258582,14.987725247195518,15.259513656173937,16.350352623458964,16.729697808145897,14.987725247195518
Rejected_connections,21,21,21,21,21,25,23,22,20,20
Accepted_connections,146,145,145,148,139,127,155,151,135,142
