,1,2,3,4,5,6,7,8,9,10
SNR,21.087644820717774,21.143618799149493,21.135009979398927,21.055231328693385,20.64685580017656,20.910130764720375,20.816251903403234,20.92160339528343,20.973891201398548,20.95217193189534
Latency,0.002754093490155195,0.002927906864695954,0.0030278698580774093,0.0029515335294556465,0.003029634449903642,0.003090199519322761,0.0029734751325255497,0.003011794619992871,0.003031490715858424,0.003024064762333485
Average_capacity,87.958,84.848,86.413,87.64,84.745,85.795,87.078,85.294,86.74,86.127
Max_capacity,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Min_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_capacity,16800.0,14000.0,15900.0,15600.0,15000.0,15100.0,15500.0,14500.0,15700.0,14900.0
Blocking_event,30,33,27,27,31,31,31,29,32,35
Max_snr,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565,26.361787306383565
Min_snr,16.729697808145897,16.729697808145897,15.479240857144207,15.259513656173937,16.51629731202443,16.451755441289723,15.931650476278936,15.479240857144207,15.193115642821962,15.51630752225958
Rejected_connections,23,25,25,22,27,25,23,25,24,24
Accepted_connections,168,140,159,156,150,151,155,145,157,149
