Fixed-Rate,Flex-Rate,Shannon-Rate
29.0,29.0,29.0
58.8,29.0,29.0
88.6,30.9,29.0
118.2,31.0,29.0
130.6,60.8,34.8
140.5,60.6,54.7
143.3,62.9,58.9
153.0,62.8,58.6
149.3,92.3,58.8
153.0,92.8,64.9
