Fixed-Rate,Flex-Rate,Shannon-Rate
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
26.36178730638357,26.36178730638357,26.36178730638357
