Fixed-Rate,Flex-Rate,Shannon-Rate
2900.0,11220.0,15873.656599999998
5880.0,11220.0,15877.8991
8860.0,11620.0,15825.246300000003
11820.0,11620.0,15879.001699999999
13060.0,23160.0,18664.8226
14050.0,23140.0,29588.4865
14330.0,23640.0,32202.0941
15300.0,23560.0,32091.613399999995
14930.0,35100.0,32145.7603
15300.0,35220.0,35121.28599999999
