Fixed-Rate,Flex-Rate,Shannon-Rate
100.0,200.0,459.119
100.0,200.0,459.119
100.0,200.0,459.119
100.0,200.0,459.119
0.0,200.0,459.119
0.0,200.0,459.119
0.0,200.0,459.119
0.0,200.0,459.119
0.0,200.0,459.119
0.0,200.0,459.119
